,latitude,longitude,acq_date,acq_time,class,NDVI,EVI
3217,38.1509,23.4366,2023-07-08,946,not fire,0.3546,0.2288
3218,40.9395,25.8048,2023-08-12,1148,not fire,0.5646,0.3234
3219,38.2429,22.7955,2023-08-13,2047,not fire,0.8323,0.5219
3220,39.2366,22.3281,2023-07-06,1235,not fire,0.7006,0.5418
3221,41.0452,24.6678,2023-08-12,1148,not fire,0.6205,0.3565
3222,40.9518,25.8276,2023-08-22,1148,fire,0.669,0.4149
3223,38.0997,23.6444,2023-08-03,944,not fire,0.7992,0.7973
3224,41.0182,26.1583,2023-08-22,2007,fire,0.7777,0.3707
3225,41.1636,26.1884,2023-08-21,837,not fire,0.7344,0.4191
3226,41.1318,26.1603,2023-08-24,846,fire,0.6498,0.3657
3227,40.8798,26.0516,2023-08-30,919,not fire,0.7402,0.4028
3228,40.9005,25.8103,2023-08-12,902,not fire,0.8483,0.5033
3229,36.1364,27.9372,2023-07-03,817,not fire,0.8739,0.5537
3230,36.199,27.935,2023-07-21,1935,fire,0.8225,0.6098
3231,36.231,27.9307,2023-07-30,2341,not fire,0.7831,0.5466
3232,36.0847,27.9166,2023-08-13,1111,not fire,0.8992,0.5426
3233,40.9149,25.8959,2023-08-12,43,not fire,0.8927,0.5395
3234,40.99,26.0609,2023-08-12,43,not fire,0.7915,0.4595
3235,36.0812,27.9085,2023-07-06,841,not fire,0.911,0.6079
3236,36.1135,27.9428,2023-08-12,1919,not fire,0.838,0.5695
3237,36.1004,27.9268,2023-08-13,8,not fire,0.887,0.5729
3238,38.0876,23.6336,2023-08-22,903,fire,0.4111,0.2023
3239,36.1376,27.9348,2023-07-03,1919,not fire,0.806,0.5363
3240,40.8928,26.0632,2023-08-20,919,fire,0.7239,0.3758
3241,36.2284,27.9546,2023-07-28,2355,not fire,0.8894,0.5972
3242,37.9339,23.0513,2023-08-08,133,not fire,0.6094,0.3289
3243,40.9593,25.813,2023-08-02,1148,not fire,0.7629,0.4385
3244,38.1619,22.2399,2023-07-13,1919,not fire,0.7998,0.6113
3245,41.0847,26.1686,2023-08-21,1926,fire,0.6191,0.3488
3246,38.2533,22.8221,2023-08-14,847,not fire,0.5967,0.3547
3247,40.9332,25.8104,2023-08-22,902,fire,0.675,0.3895
3248,36.2238,27.9731,2023-08-12,817,not fire,0.9138,0.5498
3249,36.0212,27.8474,2023-07-16,1056,not fire,0.7425,0.4715
3250,38.1606,23.5561,2023-08-08,1952,not fire,0.2606,0.1706
3251,40.9883,25.9705,2023-08-21,1926,fire,0.8724,0.4962
3252,38.2469,22.8475,2023-08-22,2006,fire,0.6201,0.4013
3253,38.2554,22.9033,2023-08-11,1244,not fire,0.8887,0.5196
3254,38.1668,23.4442,2023-07-28,946,not fire,0.4037,0.2435
3255,41.1638,25.26,2023-08-22,43,fire,0.8035,0.4024
3256,36.1679,27.942,2023-07-13,817,not fire,0.7639,0.5112
3257,36.2166,27.9405,2023-07-20,1139,fire,0.8984,0.6656
3258,40.9009,25.8668,2023-08-22,43,fire,0.7443,0.4753
3259,41.0198,26.1738,2023-08-12,2007,not fire,0.7645,0.4933
3260,38.1212,23.487,2023-07-18,51,fire,0.3998,0.2619
3261,41.1545,26.1337,2023-08-31,1942,fire,0.6787,0.4239
3262,38.0111,24.5348,2023-07-24,857,fire,0.5769,0.3295
3263,40.9698,26.0027,2023-08-12,902,not fire,0.7796,0.4125
3264,38.0972,23.5746,2023-07-24,1137,not fire,0.6307,0.3857
3265,36.1127,27.9074,2023-07-04,857,not fire,0.9108,0.6713
3266,36.1951,27.9857,2023-08-12,1207,not fire,0.8858,0.5397
3267,36.056,27.9266,2023-07-05,1902,not fire,0.9007,0.6136
3268,41.1164,26.1872,2023-08-31,1106,not fire,0.6873,0.4072
3269,38.1064,23.4695,2023-07-28,946,not fire,0.8162,0.6167
3270,36.2425,27.9892,2023-07-03,1919,not fire,0.7344,0.506
3271,41.169,26.1567,2023-08-21,27,not fire,0.6544,0.3834
3272,38.0285,24.5076,2023-07-04,2000,not fire,0.7031,0.4801
3273,40.9883,25.9705,2023-08-31,1926,not fire,0.8724,0.4962
3274,36.0294,27.8845,2023-07-26,841,fire,0.8613,0.5627
3275,36.1679,27.942,2023-08-12,817,not fire,0.8253,0.4901
3276,36.0973,27.9121,2023-08-16,921,not fire,0.8934,0.5755
3277,39.754,19.854,2023-08-02,2058,not fire,0.8176,0.6161
3278,36.1679,27.942,2023-08-02,817,not fire,0.8253,0.4901
3279,36.1218,27.9251,2023-08-03,1111,not fire,0.8901,0.5902
3280,39.3996,22.8539,2023-08-06,35,not fire,0.714,0.4921
3281,36.0879,27.9185,2023-07-14,857,not fire,0.8997,0.6232
3282,40.9472,26.0866,2023-08-02,1148,not fire,0.8128,0.4101
3283,36.0954,27.9041,2023-08-15,1943,not fire,0.8861,0.5576
3284,40.9947,25.9202,2023-08-02,902,not fire,0.89,0.4905
3285,36.0888,27.9387,2023-08-03,8,not fire,0.8898,0.5485
3286,36.2147,27.9336,2023-08-11,23,not fire,0.8798,0.5957
3287,38.1156,23.614,2023-08-03,125,not fire,0.7391,0.4576
3288,36.242,27.9317,2023-07-29,850,not fire,0.6736,0.4151
3289,41.0349,26.0893,2023-08-21,1926,fire,0.8115,0.4161
3290,38.2538,22.8196,2023-08-24,1133,fire,0.5967,0.3547
3291,39.3635,22.7353,2023-07-16,1235,not fire,0.6465,0.4665
3292,36.0772,27.8928,2023-07-16,1056,not fire,0.8945,0.6318
3293,40.9471,25.6889,2023-08-23,943,fire,0.5572,0.3179
3294,40.9225,25.7297,2023-08-12,2007,not fire,0.5213,0.284
3295,38.1115,23.6089,2023-08-12,2006,not fire,0.3557,0.191
3296,41.0593,25.97,2023-08-02,2007,not fire,0.5959,0.3454
3297,38.1605,22.1608,2023-08-16,35,not fire,0.7485,0.4964
3298,36.1322,27.9812,2023-08-01,914,not fire,0.8885,0.4883
3299,40.9146,24.6432,2023-08-10,2023,not fire,0.7559,0.477
3300,38.1104,23.5038,2023-07-18,51,fire,0.766,0.4801
3301,40.8904,26.0569,2023-08-10,57,not fire,0.7763,0.4198
3302,36.2188,27.9655,2023-08-02,817,not fire,0.9216,0.5776
3303,41.0189,26.1127,2023-08-22,43,fire,0.7447,0.3702
3304,41.0989,26.1912,2023-08-12,1148,not fire,0.5918,0.4029
3305,40.988,26.1439,2023-08-23,805,fire,0.5836,0.2715
3306,41.1803,25.2816,2023-08-12,902,not fire,0.8766,0.4787
3307,40.9118,25.8842,2023-08-11,1926,not fire,0.9016,0.5628
3308,40.9083,25.7665,2023-08-02,902,not fire,0.6142,0.3264
3309,40.872,26.0991,2023-08-11,1926,not fire,0.6377,0.3952
3310,41.0387,26.2006,2023-08-17,910,not fire,0.6784,0.3495
3311,40.8661,26.0957,2023-08-31,822,not fire,0.6815,0.4517
3312,36.211,28.0225,2023-07-13,1919,not fire,0.8437,0.6132
3313,38.1709,22.177,2023-07-23,2057,fire,0.7143,0.4637
3314,40.9829,26.1061,2023-08-22,902,fire,0.7863,0.4267
3315,36.1207,27.9288,2023-08-12,817,not fire,0.8932,0.566
3316,40.9517,25.8511,2023-08-01,1926,not fire,0.8903,0.5281
3317,36.1295,27.9462,2023-08-02,817,not fire,0.8074,0.4666
3318,41.149,26.0904,2023-08-30,1050,fire,0.6536,0.4271
3319,40.9172,26.0833,2023-08-09,1943,not fire,0.7851,0.5694
3320,36.1558,27.9588,2023-08-11,23,not fire,0.8353,0.481
3321,41.0982,26.1926,2023-08-12,43,not fire,0.7083,0.5001
3322,41.1087,26.0359,2023-08-13,1910,not fire,0.8013,0.4517
3323,40.9118,25.8842,2023-08-31,1926,not fire,0.8336,0.5116
3324,38.2453,22.8913,2023-08-01,822,not fire,0.8291,0.5859
3325,38.0672,23.4663,2023-07-29,849,not fire,0.3937,0.2344
3326,40.8889,25.9569,2023-07-30,1943,not fire,0.8143,0.4741
3327,38.1467,23.4757,2023-07-08,808,not fire,0.6197,0.4151
3328,38.1465,23.5064,2023-07-28,51,not fire,0.8424,0.5708
3329,40.9704,25.7074,2023-08-02,2007,not fire,0.6212,0.3568
3330,38.086,23.4857,2023-07-08,1154,not fire,0.7538,0.6046
3331,40.9336,25.8319,2023-08-02,1148,not fire,0.739,0.4164
3332,39.1341,22.5047,2023-08-10,1227,not fire,0.7518,0.5307
3333,38.9298,22.0772,2023-08-02,1147,not fire,0.6936,0.5169
3334,39.7727,19.8722,2023-07-15,937,not fire,0.7556,0.5935
3335,38.1292,23.6874,2023-08-23,125,fire,0.4379,0.2492
3336,38.416,23.1678,2023-07-23,1919,fire,0.5551,0.3357
3337,36.043,27.8634,2023-07-25,2040,fire,0.8683,0.6307
3338,36.2462,27.9218,2023-07-29,1058,not fire,0.7519,0.5265
3339,39.7698,19.9161,2023-08-13,7,not fire,0.7443,0.5736
3340,38.1262,23.4826,2023-07-18,946,fire,0.7464,0.6167
3341,38.3453,22.7377,2023-08-12,903,not fire,0.7065,0.4221
3342,38.0389,24.5341,2023-07-14,857,not fire,0.6339,0.3808
3343,36.1857,27.9759,2023-07-03,817,not fire,0.9133,0.6621
3344,38.1073,20.7543,2023-08-23,2031,not fire,0.8936,0.4577
3345,41.1152,26.1037,2023-08-24,1133,fire,0.7545,0.4577
3346,41.0025,25.9124,2023-08-02,2007,not fire,0.8176,0.4966
3347,36.1143,27.9138,2023-08-03,857,not fire,0.8839,0.6161
3348,40.9154,25.9019,2023-08-01,1926,not fire,0.8559,0.4831
3349,36.0781,27.857,2023-08-14,2040,not fire,0.8917,0.5653
3350,40.9683,26.0299,2023-08-02,1148,not fire,0.7601,0.3746
3351,36.0475,27.9084,2023-08-03,1111,not fire,0.789,0.4663
3352,40.9079,25.8813,2023-08-02,43,not fire,0.8792,0.545
3353,38.1032,23.462,2023-08-07,946,not fire,0.7633,0.5456
3354,40.8772,25.7802,2023-08-12,43,not fire,0.8915,0.5234
3355,40.9735,25.8683,2023-08-12,902,not fire,0.7991,0.4963
3356,36.0904,27.9248,2023-08-13,8,not fire,0.8843,0.5267
3357,39.3457,22.817,2023-08-16,35,not fire,0.7051,0.4924
3358,36.0664,27.9123,2023-07-24,857,fire,0.8957,0.5978
3359,40.97,25.7971,2023-08-12,2007,not fire,0.8015,0.4392
3360,40.9767,26.021,2023-08-02,902,not fire,0.7983,0.444
3361,38.1471,23.6684,2023-08-03,2047,not fire,0.7496,0.6572
3362,40.9229,25.8215,2023-08-12,1148,not fire,0.8168,0.4679
3363,38.1229,23.4751,2023-07-28,946,not fire,0.8126,0.4717
3364,36.1312,27.9305,2023-08-02,817,not fire,0.8612,0.5251
3365,40.989,26.0097,2023-08-02,902,not fire,0.8194,0.5221
3366,40.9806,25.9396,2023-08-11,1926,not fire,0.9077,0.5689
3367,38.1383,23.6317,2023-08-04,1133,not fire,0.7951,0.5714
3368,40.9181,25.7841,2023-08-12,1148,not fire,0.7452,0.4022
3369,41.0557,24.6774,2023-08-22,1148,fire,0.8018,0.4983
3370,36.0409,27.8908,2023-08-04,2354,not fire,0.9079,0.5521
3371,41.0582,26.2017,2023-08-06,1934,not fire,0.69,0.4859
3372,38.1294,23.5278,2023-07-08,1154,not fire,0.7183,0.5484
3373,36.1186,27.9447,2023-07-24,8,fire,0.8316,0.6051
3374,40.9689,26.0645,2023-08-02,902,not fire,0.7957,0.4265
3375,36.0771,27.9156,2023-08-13,857,not fire,0.8734,0.5304
3376,38.1022,23.4702,2023-07-28,1154,not fire,0.8139,0.5814
3377,40.898,25.6967,2023-08-22,2007,fire,0.6427,0.3157
3378,41.0012,26.1399,2023-08-12,1148,not fire,0.7157,0.4568
3379,40.959,25.888,2023-08-01,1926,not fire,0.8793,0.584
3380,40.8837,25.8,2023-08-12,43,not fire,0.8785,0.5593
3381,40.9287,25.9582,2023-08-31,1106,not fire,0.77,0.4774
3382,39.3211,22.8315,2023-07-07,35,not fire,0.776,0.5967
3383,41.0912,26.206,2023-08-12,1148,not fire,0.8011,0.545
3384,36.1105,27.9184,2023-07-13,1207,not fire,0.8612,0.5861
3385,40.9229,25.8215,2023-08-22,1148,fire,0.7732,0.4528
3386,38.3442,22.7439,2023-08-02,2006,not fire,0.7132,0.4243
3387,40.8659,26.0523,2023-08-30,1202,not fire,0.7481,0.4011
3388,36.1608,27.9244,2023-07-22,2016,fire,0.794,0.5322
3389,41.0171,26.1438,2023-08-02,1148,not fire,0.7513,0.4953
3390,38.1661,23.4608,2023-07-28,1154,not fire,0.8165,0.5727
3391,37.9317,23.0328,2023-07-27,2009,not fire,0.6977,0.4599
3392,40.9919,26.1419,2023-08-02,1148,not fire,0.7642,0.3775
3393,40.9379,25.7923,2023-08-12,1148,not fire,0.5921,0.3435
3394,37.0902,25.5276,2023-07-14,1223,fire,0.6049,0.4563
3395,36.098,27.9409,2023-07-23,817,fire,0.8985,0.6541
3396,41.0248,26.0766,2023-08-12,43,not fire,0.7472,0.3845
3397,38.1605,22.1608,2023-07-07,35,not fire,0.6884,0.5448
3398,40.9349,25.8568,2023-08-22,902,fire,0.7273,0.4519
3399,38.2595,22.8862,2023-08-22,44,fire,0.8211,0.5256
3400,36.1294,27.9747,2023-08-01,914,not fire,0.8951,0.482
3401,41.2097,26.2522,2023-08-21,1942,not fire,0.6857,0.4128
3402,40.8865,25.6838,2023-08-22,2007,fire,0.5374,0.2918
3403,38.3225,23.399,2023-08-12,2006,not fire,0.7644,0.4568
3404,40.9506,25.7432,2023-08-03,943,not fire,0.5157,0.2821
3405,38.1114,23.6002,2023-08-13,944,not fire,0.389,0.2029
3406,40.9668,25.7672,2023-08-22,2007,fire,0.6698,0.3955
3407,41.0026,25.9266,2023-08-31,1926,not fire,0.8473,0.4662
3408,36.2372,28.0019,2023-07-03,104,not fire,0.8134,0.6304
3409,38.1536,23.518,2023-07-17,2009,fire,0.7931,0.4727
3410,41.0117,26.042,2023-08-12,43,not fire,0.8269,0.42
3411,41.1825,26.1761,2023-08-20,1901,not fire,0.6018,0.3802
3412,41.1999,26.2164,2023-08-31,27,fire,0.6506,0.3835
3413,38.3364,22.7356,2023-08-12,903,not fire,0.7421,0.4687
3414,38.3375,22.7228,2023-08-22,44,fire,0.8545,0.6446
3415,40.9118,25.8572,2023-08-12,43,not fire,0.7347,0.4426
3416,41.1547,25.2836,2023-08-21,1926,fire,0.6529,0.3626
3417,40.913,25.9079,2023-08-22,43,fire,0.7818,0.5035
3418,40.9419,26.0112,2023-08-11,822,not fire,0.5397,0.2915
3419,40.974,26.0441,2023-08-12,43,not fire,0.6975,0.4783
3420,36.1093,27.9478,2023-07-23,104,fire,0.8436,0.5919
3421,38.3364,22.7356,2023-08-22,903,fire,0.7392,0.5113
3422,38.9277,22.0648,2023-08-22,1147,fire,0.8057,0.6326
3423,41.0779,26.0753,2023-08-01,1926,not fire,0.6049,0.4223
3424,40.9891,26.0164,2023-08-12,902,not fire,0.7845,0.4692
3425,36.245,28.0003,2023-07-24,8,fire,0.6707,0.4633
3426,36.0074,27.8698,2023-08-04,2040,not fire,0.7176,0.4593
3427,41.1801,26.0847,2023-08-10,1228,not fire,0.6969,0.3936
3428,38.1063,20.7628,2023-08-03,2031,not fire,0.8993,0.407
3429,38.0344,23.4003,2023-08-08,1058,not fire,0.6721,0.3694
3430,40.9626,26.0239,2023-08-31,1926,not fire,0.7236,0.3824
3431,38.1487,23.5349,2023-07-18,1154,fire,0.3673,0.1911
3432,36.1218,27.9334,2023-07-24,857,fire,0.8986,0.6803
3433,36.2235,28.0106,2023-07-14,8,not fire,0.8856,0.6681
3434,40.9561,26.0392,2023-08-02,43,not fire,0.6699,0.3628
3435,40.9459,26.0251,2023-08-31,1,not fire,0.6567,0.3407
3436,36.1107,27.9286,2023-08-13,1111,not fire,0.8735,0.5475
3437,36.0416,27.8846,2023-08-14,1152,not fire,0.8852,0.5941
3438,40.9831,25.8249,2023-08-02,2007,not fire,0.7964,0.5121
3439,38.1374,23.504,2023-07-08,51,not fire,0.7409,0.5502
3440,41.0129,26.0926,2023-08-02,43,not fire,0.7589,0.3789
3441,38.1846,23.4761,2023-08-06,2009,not fire,0.6465,0.364
3442,36.039,27.8979,2023-08-04,1902,not fire,0.8849,0.5159
3443,38.1512,23.5581,2023-07-09,1952,not fire,0.3725,0.2845
3444,41.0471,26.0059,2023-08-22,1148,fire,0.7495,0.3608
3445,36.159,27.9256,2023-07-13,817,not fire,0.794,0.5322
3446,40.908,25.8065,2023-08-31,1926,not fire,0.7308,0.3982
3447,40.9958,26.0251,2023-08-22,43,fire,0.7213,0.395
3448,41.1844,26.1867,2023-08-21,27,not fire,0.535,0.3003
3449,40.9336,25.8319,2023-08-22,1148,fire,0.6862,0.4168
3450,36.9494,22.5537,2023-08-08,1236,not fire,0.6535,0.3917
3451,40.9117,25.8249,2023-08-11,1926,not fire,0.8245,0.4713
3452,37.9048,24.8041,2023-08-26,1118,fire,0.5488,0.3003
3453,38.1185,23.4479,2023-07-18,1154,fire,0.4811,0.2436
3454,38.1887,23.4981,2023-08-07,946,not fire,0.6448,0.3527
3455,36.1013,27.9461,2023-07-03,1919,not fire,0.9063,0.6606
3456,36.223,28.0188,2023-07-13,1919,not fire,0.8095,0.5838
3457,36.2453,27.9931,2023-07-04,8,not fire,0.6629,0.3414
3458,41.0482,26.2,2023-08-17,1201,not fire,0.6304,0.3457
3459,38.1383,23.5257,2023-07-28,1154,not fire,0.829,0.6382
3460,38.0972,23.5746,2023-07-14,1137,not fire,0.6307,0.3857
3461,36.0776,27.8773,2023-07-15,1902,not fire,0.9111,0.6934
3462,36.0088,27.8747,2023-07-15,2040,not fire,0.607,0.3988
3463,41.0756,26.0071,2023-08-03,1052,not fire,0.6253,0.322
3464,38.1033,23.6437,2023-08-22,1147,fire,0.3899,0.2091
3465,38.1644,23.5421,2023-07-28,946,not fire,0.3457,0.2206
3466,40.8909,25.9691,2023-08-19,1943,fire,0.7864,0.443
3467,38.0613,23.4414,2023-07-19,849,fire,0.6835,0.4169
3468,36.0384,27.8865,2023-08-05,841,not fire,0.8929,0.5313
3469,38.0245,24.5274,2023-08-14,50,not fire,0.6671,0.4279
3470,41.1219,26.2147,2023-08-24,28,fire,0.647,0.4214
3471,38.1378,23.4553,2023-08-07,1154,not fire,0.5884,0.342
3472,36.0987,27.9213,2023-08-03,857,not fire,0.8972,0.6198
3473,40.99,26.1238,2023-08-02,902,not fire,0.7886,0.4053
3474,41.1601,25.2837,2023-08-12,43,not fire,0.6884,0.4041
3475,41.0136,25.9815,2023-08-21,1926,fire,0.817,0.5087
3476,41.1111,26.1633,2023-08-31,1106,not fire,0.8166,0.5006
3477,40.9521,25.6496,2023-08-03,1910,not fire,0.3631,0.2364
3478,40.9652,25.7522,2023-08-02,2007,not fire,0.6711,0.3854
3479,36.1095,27.9242,2023-07-24,857,fire,0.8804,0.5818
3480,38.0417,23.4495,2023-07-29,849,not fire,0.6495,0.4988
3481,41.1309,26.0632,2023-08-26,1119,fire,0.5966,0.3199
3482,36.2245,27.9221,2023-07-09,1952,not fire,0.9264,0.7241
3483,36.0677,27.9165,2023-08-03,1959,not fire,0.8884,0.5845
3484,38.1299,23.4574,2023-08-08,1058,not fire,0.6805,0.4018
3485,39.3232,22.7993,2023-07-27,1139,fire,0.511,0.288
3486,38.168,23.4702,2023-08-08,849,not fire,0.8675,0.5952
3487,40.8786,25.9765,2023-08-30,57,not fire,0.8022,0.4859
3488,38.3376,22.7244,2023-08-12,1147,not fire,0.8628,0.6138
3489,39.3483,22.7691,2023-08-16,35,not fire,0.8244,0.6097
3490,41.0244,25.9784,2023-08-31,1926,not fire,0.7941,0.496
3491,41.0431,26.0011,2023-08-22,902,fire,0.704,0.3499
3492,36.0736,27.966,2023-07-12,2016,not fire,0.9004,0.6384
3493,40.8747,26.0747,2023-07-31,919,not fire,0.7204,0.3517
3494,40.9701,26.0681,2023-08-02,43,not fire,0.792,0.4387
3495,40.9878,25.9171,2023-08-01,1926,not fire,0.89,0.4905
3496,39.2294,22.4986,2023-08-12,1147,not fire,0.7455,0.4314
3497,38.1247,23.6622,2023-08-22,1147,fire,0.504,0.2998
3498,36.0987,27.9213,2023-07-04,857,not fire,0.9162,0.6941
3499,36.0433,27.9003,2023-08-04,1152,not fire,0.8989,0.5346
3500,36.2154,27.9971,2023-07-03,817,not fire,0.9102,0.6686
3501,36.1125,27.9317,2023-07-02,2016,not fire,0.897,0.6259
3502,40.9117,25.8249,2023-08-21,1926,fire,0.7539,0.4523
3503,38.1776,22.1911,2023-08-12,1919,not fire,0.7867,0.5072
3504,40.8889,25.9569,2023-08-09,1943,not fire,0.8143,0.4741
3505,38.1683,23.4913,2023-07-07,2009,not fire,0.7301,0.5551
3506,36.2028,28.0431,2023-08-04,1902,not fire,0.9034,0.5173
3507,36.1294,27.9747,2023-07-02,914,not fire,0.8658,0.5809
3508,39.3537,22.7774,2023-08-15,1235,not fire,0.8301,0.6178
3509,40.9344,26.085,2023-08-22,902,fire,0.7928,0.4416
3510,40.8801,26.0534,2023-08-20,57,fire,0.7402,0.4028
3511,40.9829,26.1061,2023-08-12,902,not fire,0.812,0.469
3512,40.8961,25.7786,2023-08-22,902,fire,0.7282,0.3946
3513,38.1647,23.5107,2023-07-28,51,not fire,0.6738,0.4052
3514,40.9076,25.8276,2023-08-12,902,not fire,0.7839,0.4652
3515,40.9732,26.103,2023-08-02,902,not fire,0.7749,0.3889
3516,38.057,23.44,2023-07-09,132,not fire,0.6274,0.4851
3517,38.1355,23.6167,2023-08-24,1133,fire,0.2161,0.0949
3518,40.9831,25.8713,2023-08-12,902,not fire,0.8675,0.5144
3519,38.098,23.5064,2023-07-28,1154,not fire,0.6518,0.3669
3520,40.9102,25.8132,2023-08-12,902,not fire,0.7839,0.4316
3521,40.9956,25.9491,2023-08-11,1926,not fire,0.8691,0.5127
3522,36.0776,27.8773,2023-08-04,1902,not fire,0.9125,0.5541
3523,38.1667,23.4987,2023-07-18,51,fire,0.6399,0.4276
3524,40.9709,25.8827,2023-08-22,902,fire,0.8062,0.5342
3525,40.8806,26.0233,2023-07-30,1943,not fire,0.8044,0.4541
3526,36.9494,22.5537,2023-07-09,1236,not fire,0.5719,0.3969
3527,40.9102,25.8132,2023-08-22,902,fire,0.6908,0.3896
3528,36.0586,27.9049,2023-07-24,1111,fire,0.8692,0.608
3529,36.1251,27.9242,2023-08-12,1207,not fire,0.8901,0.5902
3530,40.9502,25.7358,2023-08-23,943,fire,0.5144,0.284
3531,38.0186,24.5093,2023-07-04,1111,not fire,0.7749,0.5417
3532,40.9066,25.983,2023-07-31,1202,not fire,0.8231,0.408
3533,38.1692,23.4834,2023-08-07,1154,not fire,0.8314,0.5268
3534,36.0723,27.9063,2023-08-15,841,not fire,0.8788,0.5405
3535,40.9918,25.9302,2023-08-01,1926,not fire,0.8835,0.5409
3536,40.9872,26.1387,2023-08-22,902,fire,0.7047,0.3411
3537,39.7425,19.8871,2023-07-23,2058,fire,0.7586,0.5184
3538,41.2192,26.1808,2023-08-21,837,not fire,0.6835,0.4021
3539,38.0965,23.4951,2023-07-28,1154,not fire,0.7149,0.4622
3540,38.0549,23.3953,2023-07-08,2049,not fire,0.816,0.7629
3541,41.042,26.1249,2023-08-31,1926,not fire,0.7661,0.3697
3542,36.0831,27.8837,2023-08-15,1943,not fire,0.854,0.5546
3543,38.2365,22.8383,2023-08-22,2006,fire,0.6424,0.426
3544,38.098,23.5064,2023-07-18,1154,fire,0.6604,0.3895
3545,41.0625,26.001,2023-08-12,2007,not fire,0.6734,0.3766
3546,41.0092,25.8801,2023-08-12,2007,not fire,0.8615,0.5271
3547,36.0959,27.9136,2023-08-03,1111,not fire,0.8969,0.5745
3548,38.1051,23.6551,2023-08-02,1147,not fire,0.5458,0.3001
3549,39.254,20.8794,2023-07-17,2024,not fire,0.7564,0.5202
3550,40.9915,25.9361,2023-08-11,1926,not fire,0.8835,0.5409
3551,38.3442,22.7439,2023-08-12,2006,not fire,0.7132,0.4243
3552,40.8753,25.7921,2023-08-02,43,not fire,0.9008,0.5213
3553,38.1289,23.4574,2023-07-18,1154,fire,0.6378,0.3821
3554,38.1157,23.6642,2023-08-22,1147,fire,0.1926,0.1127
3555,40.9155,25.8442,2023-08-11,1926,not fire,0.8366,0.5215
3556,39.3566,22.7402,2023-08-06,1139,not fire,0.8258,0.6917
3557,38.3448,22.7364,2023-08-02,44,not fire,0.7065,0.4221
3558,36.2213,27.9488,2023-08-12,1919,not fire,0.9094,0.5258
3559,40.9552,25.7537,2023-08-12,2007,not fire,0.7082,0.3505
3560,38.4065,23.179,2023-07-23,1919,fire,0.6433,0.3908
3561,41.064,24.6989,2023-08-02,43,not fire,0.8473,0.6137
3562,36.1256,27.9182,2023-07-04,1959,not fire,0.9175,0.68
3563,36.0865,27.9772,2023-08-02,104,not fire,0.8957,0.6109
3564,40.9078,25.6948,2023-08-02,2007,not fire,0.4147,0.2402
3565,36.0556,27.9094,2023-08-13,857,not fire,0.8487,0.5658
3566,40.8907,25.8143,2023-08-02,43,not fire,0.8085,0.4642
3567,39.34,22.8357,2023-08-06,35,not fire,0.8985,0.7022
3568,36.1143,27.9138,2023-07-24,857,fire,0.8898,0.6413
3569,38.3285,22.7209,2023-08-12,44,not fire,0.8324,0.5772
3570,38.1696,23.4584,2023-07-09,849,not fire,0.628,0.4236
3571,41.1756,26.1703,2023-08-30,1228,fire,0.604,0.4216
3572,36.1498,27.9313,2023-07-13,1919,not fire,0.614,0.4024
3573,36.1093,27.9478,2023-07-13,104,not fire,0.8436,0.5919
3574,40.9749,25.9742,2023-08-22,902,fire,0.8726,0.5322
3575,40.9772,25.9152,2023-08-11,1926,not fire,0.9097,0.5716
3576,37.8177,23.9083,2023-07-27,2009,not fire,0.5526,0.3335
3577,40.9733,25.8685,2023-08-22,1148,fire,0.7231,0.4529
3578,38.1392,23.5478,2023-07-19,849,fire,0.799,0.5634
3579,40.9198,24.6491,2023-08-10,2023,not fire,0.7655,0.5525
3580,40.8772,25.7802,2023-08-22,43,fire,0.81,0.4781
3581,36.039,27.9122,2023-08-14,2354,not fire,0.6261,0.3766
3582,41.1197,26.1172,2023-08-16,1119,not fire,0.7375,0.4013
3583,40.8661,26.0957,2023-08-01,822,not fire,0.7389,0.4488
3584,38.3759,23.2338,2023-08-04,847,not fire,0.6882,0.5262
3585,38.3431,22.748,2023-08-02,44,not fire,0.7407,0.4511
3586,39.3502,22.7732,2023-08-05,1235,not fire,0.7696,0.5936
3587,41.1727,26.1376,2023-08-20,1901,not fire,0.6976,0.4128
3588,40.8678,26.0771,2023-08-01,822,not fire,0.6895,0.3702
3589,41.5852,26.4849,2023-07-29,848,not fire,0.2971,0.2053
3590,40.9561,26.0392,2023-08-22,43,fire,0.7136,0.3553
3591,36.1234,27.9105,2023-07-14,857,not fire,0.9024,0.6989
3592,40.9674,25.8754,2023-08-12,1148,not fire,0.8559,0.4733
3593,40.8676,26.0471,2023-08-20,919,fire,0.7547,0.3983
3594,39.312,22.804,2023-07-27,2024,fire,0.6622,0.4535
3595,36.2012,27.948,2023-07-31,1935,not fire,0.9096,0.5573
3596,40.9295,25.8187,2023-08-12,902,not fire,0.7331,0.3945
3597,36.1344,27.936,2023-07-14,1111,not fire,0.8102,0.5638
3598,38.9277,22.0648,2023-08-12,1147,not fire,0.8871,0.6767
3599,40.9819,25.9918,2023-08-12,902,not fire,0.9042,0.5531
3600,38.129,23.6013,2023-08-23,944,fire,0.3027,0.1534
3601,41.1006,26.0707,2023-08-04,1133,not fire,0.787,0.4436
3602,40.8845,26.0477,2023-08-19,1943,fire,0.7086,0.3732
3603,37.7878,23.9568,2023-08-06,1113,not fire,0.7873,0.6731
3604,36.0865,27.9129,2023-07-04,1959,not fire,0.9104,0.6042
