,latitude,longitude,acq_date,acq_time,class,NDVI,EVI
393,40.8997,25.8167,2023-08-12,43,not fire,0.8687,0.5649
394,39.7827,19.8455,2023-07-25,2041,fire,0.6172,0.3801
395,38.2583,22.8625,2023-08-22,1147,fire,0.5217,0.2945
396,41.1337,26.1682,2023-08-06,1119,not fire,0.649,0.4632
397,38.0672,23.4663,2023-07-09,849,not fire,0.4448,0.2868
398,40.9767,25.9694,2023-08-02,43,not fire,0.9144,0.5447
399,39.3371,22.7804,2023-07-07,35,not fire,0.7414,0.6259
400,40.9047,25.843,2023-08-22,43,fire,0.8209,0.5193
401,41.0897,26.1958,2023-08-12,43,not fire,0.7073,0.5247
402,40.9481,25.8918,2023-08-11,1926,not fire,0.9054,0.5435
403,41.1844,26.1867,2023-08-31,27,fire,0.535,0.3003
404,40.932,25.8193,2023-08-22,1148,fire,0.6945,0.4124
405,37.0944,25.5161,2023-07-25,24,not fire,0.8008,0.5668
406,38.1498,23.4761,2023-08-07,1154,not fire,0.7408,0.4305
407,38.1403,23.4242,2023-08-02,816,not fire,0.8137,0.5932
408,40.9671,26.095,2023-08-02,1148,not fire,0.7214,0.3542
409,36.2206,28.0045,2023-07-13,817,not fire,0.9004,0.6398
410,38.3428,23.272,2023-08-22,2006,fire,0.6875,0.4293
411,40.9468,25.9793,2023-08-21,1106,fire,0.6565,0.3838
412,40.981,26.0585,2023-08-12,43,not fire,0.8194,0.4724
413,39.3416,22.8225,2023-07-07,35,not fire,0.7577,0.6463
414,38.2381,22.8496,2023-08-12,2006,not fire,0.7517,0.489
415,38.1655,23.4534,2023-07-08,1912,not fire,0.5716,0.3721
416,36.1014,27.9025,2023-07-27,1138,fire,0.9035,0.6217
417,38.11,23.5272,2023-08-07,1154,not fire,0.8091,0.5035
418,38.4,22.7376,2023-08-13,1229,not fire,0.7816,0.4738
419,40.344,23.399,2023-08-22,1148,fire,0.5183,0.3275
420,40.9517,25.8511,2023-08-21,1926,fire,0.8341,0.5194
421,38.1398,23.5372,2023-07-18,1154,fire,0.8405,0.5724
422,39.7634,19.875,2023-08-04,49,not fire,0.8254,0.6542
423,41.002,26.102,2023-08-22,43,fire,0.7486,0.3537
424,41.0741,26.1728,2023-08-01,1926,not fire,0.5728,0.3685
425,36.2398,27.8937,2023-07-29,1058,not fire,0.8761,0.6196
426,36.0267,27.8832,2023-07-06,1056,not fire,0.7844,0.5332
427,40.97,25.7971,2023-08-02,2007,not fire,0.8015,0.4392
428,40.9336,25.8769,2023-08-11,1926,not fire,0.8755,0.5687
429,38.1603,22.1719,2023-07-23,2057,fire,0.7755,0.4901
430,39.3863,22.8144,2023-07-16,1235,not fire,0.6913,0.4456
431,40.9991,25.9669,2023-08-11,1926,not fire,0.8719,0.5047
432,40.9956,25.9491,2023-08-21,1926,fire,0.8339,0.4879
433,40.921,25.7155,2023-08-22,2007,fire,0.3308,0.2134
434,38.1389,23.626,2023-08-25,1214,fire,0.6586,0.4687
435,41.0431,26.0011,2023-08-12,902,not fire,0.7662,0.3788
436,40.8881,25.8886,2023-08-22,43,fire,0.7536,0.4639
437,36.1963,28.0016,2023-07-12,2016,not fire,0.8032,0.5575
438,38.1261,23.6059,2023-08-04,29,not fire,0.3571,0.2265
439,40.9998,26.1503,2023-08-23,124,fire,0.7133,0.3498
440,40.984,25.879,2023-08-22,1148,fire,0.8395,0.5706
441,38.1439,23.7014,2023-08-23,1909,fire,0.5228,0.3218
442,41.1734,25.2648,2023-08-02,902,not fire,0.8593,0.4679
443,36.1393,27.951,2023-07-22,914,fire,0.8762,0.6389
444,36.0959,27.9136,2023-07-24,1111,fire,0.8974,0.5866
445,37.0929,25.5283,2023-07-15,24,fire,0.5753,0.422
446,40.9309,25.7139,2023-08-12,2007,not fire,0.4836,0.2585
447,41.0374,25.8924,2023-08-26,1119,fire,0.7901,0.4433
448,38.1647,23.5107,2023-08-07,51,not fire,0.6738,0.4052
449,39.3519,22.7342,2023-08-06,1139,not fire,0.8548,0.6232
450,41.1291,26.0885,2023-08-27,1201,fire,0.7228,0.3871
451,40.872,26.0991,2023-08-21,1926,fire,0.5753,0.3797
452,40.9472,25.7083,2023-08-23,1052,fire,0.4577,0.2735
453,41.0612,24.718,2023-08-21,1106,fire,0.7485,0.4436
454,38.1274,23.446,2023-07-18,1154,fire,0.7555,0.4986
455,41.1214,26.2016,2023-08-24,1133,fire,0.635,0.4419
456,38.3195,22.7295,2023-08-22,1147,fire,0.7972,0.5902
457,38.2584,22.8948,2023-08-31,822,not fire,0.8484,0.5084
458,41.1006,26.0707,2023-08-24,1133,fire,0.7524,0.4368
459,39.7864,19.8955,2023-08-14,1154,not fire,0.6714,0.4236
460,40.8803,25.6265,2023-08-22,2007,fire,0.352,0.2431
461,40.9621,25.7233,2023-08-12,2007,not fire,0.7288,0.3527
462,40.9751,25.7504,2023-08-22,2007,fire,0.7571,0.4249
463,38.1583,23.5671,2023-07-20,37,fire,0.4196,0.2056
464,37.9482,23.0377,2023-07-08,809,not fire,0.5375,0.3055
465,40.9236,26.0049,2023-08-09,1943,not fire,0.5991,0.3152
466,41.0811,26.0509,2023-08-02,1148,not fire,0.8142,0.4625
467,36.959,22.5412,2023-07-20,1140,fire,0.7572,0.4835
468,38.2508,22.8655,2023-08-12,903,not fire,0.8088,0.672
469,38.0949,23.4837,2023-07-18,1154,fire,0.7693,0.624
470,40.897,26.1099,2023-08-01,1926,not fire,0.6986,0.4108
471,39.3433,22.8094,2023-08-06,35,not fire,0.3908,0.1991
472,40.8865,25.9193,2023-08-10,1202,not fire,0.8916,0.5273
473,36.1433,27.9398,2023-07-14,857,not fire,0.816,0.6798
474,36.0568,27.9058,2023-08-03,1959,not fire,0.878,0.5529
475,40.9687,26.1077,2023-08-02,1148,not fire,0.7435,0.36
476,40.9851,26.0133,2023-08-02,1148,not fire,0.8752,0.5453
477,40.959,25.6946,2023-08-02,2007,not fire,0.7367,0.4232
478,41.0295,26.167,2023-08-02,1148,not fire,0.6902,0.407
479,40.932,25.8193,2023-08-12,1148,not fire,0.7687,0.4365
480,36.1917,27.9507,2023-07-11,1935,not fire,0.8243,0.6058
481,38.1396,23.5469,2023-07-19,1952,fire,0.799,0.5634
482,40.986,26.0852,2023-08-22,43,fire,0.7354,0.3923
483,40.977,25.9211,2023-08-01,1926,not fire,0.9014,0.5433
484,39.398,22.8671,2023-07-07,35,not fire,0.844,0.6713
485,38.0022,24.5325,2023-07-14,857,not fire,0.5285,0.3331
486,36.0664,27.9123,2023-07-14,857,not fire,0.8957,0.5978
487,39.3208,22.7855,2023-08-16,1139,not fire,0.544,0.2701
488,40.8874,26.0871,2023-08-20,919,fire,0.5896,0.3664
489,40.9913,25.9942,2023-08-31,1926,not fire,0.8686,0.5269
490,39.7589,19.8635,2023-07-14,2000,not fire,0.7921,0.6107
491,38.0384,24.5503,2023-08-12,1207,not fire,0.5986,0.327
492,38.1787,23.5006,2023-07-27,2009,not fire,0.3608,0.2177
493,40.9699,25.8789,2023-08-31,1926,not fire,0.7497,0.4576
494,38.1299,23.4574,2023-07-29,1058,not fire,0.6805,0.4018
495,38.3274,22.7335,2023-08-02,903,not fire,0.8836,0.7232
496,40.9639,25.8651,2023-08-12,902,not fire,0.8827,0.5392
497,41.0952,26.0901,2023-08-14,1133,not fire,0.6001,0.3944
498,36.2215,27.9224,2023-07-20,2341,fire,0.913,0.6916
499,38.1556,23.5087,2023-08-07,51,not fire,0.8204,0.513
500,36.1141,27.9522,2023-07-12,2016,not fire,0.7811,0.5509
501,41.1072,26.1949,2023-08-02,43,not fire,0.7051,0.487
502,41.0407,26.0937,2023-08-02,43,not fire,0.8182,0.5333
503,36.0562,27.8994,2023-07-25,800,fire,0.8918,0.652
504,40.9847,25.9525,2023-08-11,1926,not fire,0.8824,0.5406
505,41.0047,25.8076,2023-08-13,1910,not fire,0.7909,0.4907
506,36.0197,27.8524,2023-07-06,1056,not fire,0.8264,0.5596
507,36.0807,27.9003,2023-08-04,2354,not fire,0.9145,0.5273
508,40.9865,26.0308,2023-08-12,902,not fire,0.6494,0.3501
509,40.9806,25.9396,2023-08-01,1926,not fire,0.9077,0.5689
510,38.1378,23.4553,2023-07-18,1154,fire,0.6056,0.3453
511,40.9992,26.0249,2023-08-21,1926,fire,0.7683,0.3984
512,41.0875,26.1014,2023-08-12,1148,not fire,0.7619,0.4613
513,36.159,27.9256,2023-08-02,817,not fire,0.7905,0.4867
514,41.1663,25.2488,2023-08-22,902,fire,0.8549,0.4137
515,38.1328,23.4993,2023-08-06,2009,not fire,0.8611,0.5808
516,40.981,25.9339,2023-08-11,1926,not fire,0.9059,0.6085
517,40.9442,26.0878,2023-08-12,902,not fire,0.8164,0.4125
518,41.0929,26.1505,2023-08-31,1106,not fire,0.802,0.4491
519,37.9547,23.0327,2023-07-08,51,not fire,0.5929,0.4227
520,40.9963,25.9018,2023-08-12,1148,not fire,0.8304,0.5152
521,38.113,23.6202,2023-08-12,2006,not fire,0.723,0.4451
522,39.765,19.8626,2023-08-14,49,not fire,0.7847,0.5487
523,40.9146,24.6432,2023-07-31,2023,not fire,0.7559,0.477
524,36.0876,27.939,2023-07-13,817,not fire,0.8958,0.6329
525,38.1296,23.6922,2023-08-03,125,not fire,0.5974,0.4453
526,41.1727,26.1904,2023-08-21,837,not fire,0.7522,0.5242
527,36.2147,27.9336,2023-08-01,23,not fire,0.8798,0.5957
528,40.9118,25.8572,2023-08-02,43,not fire,0.7347,0.4426
529,36.1386,27.9405,2023-08-02,1207,not fire,0.8709,0.5215
530,39.3113,22.8448,2023-08-06,1139,not fire,0.7997,0.5453
531,39.3466,22.7824,2023-08-06,35,not fire,0.7936,0.5275
532,36.1236,27.9167,2023-08-02,1207,not fire,0.8931,0.612
533,40.9097,25.7032,2023-08-12,2007,not fire,0.5411,0.2109
534,36.242,27.9317,2023-07-09,850,not fire,0.5958,0.3837
535,38.165,23.5195,2023-07-08,1154,not fire,0.5831,0.3808
536,41.0857,26.1126,2023-08-22,902,fire,0.7821,0.4575
537,36.1845,27.929,2023-07-22,914,fire,0.6299,0.4225
538,40.9342,25.9827,2023-08-11,1106,not fire,0.6579,0.3547
539,38.1408,23.6365,2023-08-15,927,not fire,0.6538,0.4197
540,38.0672,23.4663,2023-08-08,849,not fire,0.3937,0.2344
541,41.1624,25.2623,2023-08-21,1926,fire,0.8035,0.4024
542,41.0634,26.1181,2023-08-21,1926,fire,0.6257,0.334
543,38.0478,23.4507,2023-07-09,1058,not fire,0.5048,0.3608
544,37.9005,24.7835,2023-08-26,1118,fire,0.6916,0.392
545,40.9592,25.9478,2023-08-11,1926,not fire,0.9058,0.5502
546,36.077,27.9376,2023-08-02,817,not fire,0.8949,0.604
547,38.149,23.5447,2023-08-08,1952,not fire,0.471,0.2828
548,38.1372,23.463,2023-08-06,2009,not fire,0.6288,0.3642
549,38.0379,23.4021,2023-07-18,1912,fire,0.5808,0.3806
550,36.1877,28.0142,2023-08-12,104,not fire,0.8641,0.4932
551,41.0978,26.1728,2023-08-11,1106,not fire,0.7697,0.5812
552,41.0104,25.8502,2023-08-14,1133,not fire,0.7696,0.487
553,39.3089,22.8313,2023-07-17,1139,not fire,0.9035,0.7049
554,41.1229,26.0589,2023-08-26,829,fire,0.7635,0.4718
555,40.9506,25.7106,2023-08-12,2007,not fire,0.5291,0.2866
556,41.1633,22.6564,2023-08-31,1132,fire,0.7655,0.4818
557,38.1665,23.5483,2023-07-19,849,fire,0.6477,0.4049
558,40.8997,26.1014,2023-08-11,822,not fire,0.735,0.3829
559,40.9735,25.8969,2023-08-31,1926,not fire,0.8228,0.5487
560,38.0516,23.453,2023-07-08,1912,not fire,0.5048,0.3608
561,38.0471,23.4449,2023-07-08,2049,not fire,0.4332,0.3105
562,41.0438,26.1324,2023-08-02,43,not fire,0.7234,0.3808
563,41.2007,26.2546,2023-08-31,1942,fire,0.6881,0.4548
564,38.1402,23.5621,2023-07-19,1058,fire,0.7048,0.4524
565,36.1186,27.9447,2023-08-13,8,not fire,0.7607,0.4844
566,36.1085,27.9429,2023-07-03,817,not fire,0.9079,0.6438
567,40.9829,26.1061,2023-08-02,902,not fire,0.812,0.469
568,36.2587,27.8974,2023-07-29,1952,not fire,0.6293,0.3751
569,38.1156,23.614,2023-08-23,125,fire,0.6453,0.365
570,38.3195,22.7295,2023-08-02,1147,not fire,0.8704,0.628
571,41.0418,26.1445,2023-08-02,43,not fire,0.6155,0.3813
572,39.3483,22.7357,2023-08-15,1235,not fire,0.8001,0.53
573,38.3412,23.2606,2023-08-22,2006,fire,0.6054,0.357
574,40.8997,26.1014,2023-08-31,822,not fire,0.6405,0.3786
575,40.8739,25.7311,2023-08-22,1148,fire,0.7896,0.4706
576,40.997,26.0755,2023-08-22,43,fire,0.6846,0.3903
577,40.9228,25.939,2023-08-11,1926,not fire,0.8253,0.4665
578,36.0586,27.9049,2023-07-04,1111,not fire,0.8875,0.6338
579,40.9178,26.0408,2023-08-19,1121,fire,0.6244,0.3188
580,36.2172,27.9811,2023-08-12,817,not fire,0.9198,0.5727
581,38.1394,23.4919,2023-07-28,51,not fire,0.8214,0.5357
582,40.9437,25.9921,2023-08-31,822,not fire,0.6116,0.3289
583,41.0843,26.076,2023-08-12,1148,not fire,0.5352,0.3777
584,41.2283,26.1828,2023-08-31,837,fire,0.7386,0.4892
585,36.2372,28.0019,2023-08-02,104,not fire,0.8114,0.5833
586,38.0926,23.6343,2023-08-12,1147,not fire,0.738,0.5241
587,36.2184,27.9965,2023-07-13,1919,not fire,0.9104,0.6136
588,39.7405,19.8493,2023-08-12,2058,not fire,0.8112,0.672
589,38.3366,22.734,2023-08-31,1926,not fire,0.7392,0.5113
590,36.2304,27.9928,2023-08-12,1919,not fire,0.8606,0.5456
591,38.1772,23.4894,2023-08-06,2009,not fire,0.6563,0.3768
592,36.0714,27.8883,2023-07-15,1152,not fire,0.8896,0.6165
593,40.9191,25.9564,2023-08-30,2023,not fire,0.6886,0.3875
594,41.1152,26.1922,2023-08-21,1106,fire,0.657,0.4645
595,38.1467,23.6289,2023-08-14,1950,not fire,0.3188,0.181
596,38.1483,23.4647,2023-07-08,1154,not fire,0.6125,0.4127
597,38.1086,23.6778,2023-08-02,1147,not fire,0.7095,0.5896
598,41.1603,26.1703,2023-08-21,1942,not fire,0.5857,0.2881
599,38.2491,22.7924,2023-08-04,29,not fire,0.7989,0.4909
600,36.2214,27.9824,2023-08-12,1207,not fire,0.9016,0.5115
601,36.0384,27.8865,2023-07-06,841,not fire,0.8984,0.6099
602,38.1374,23.504,2023-07-18,51,fire,0.7341,0.4548
603,38.1389,23.626,2023-08-15,1214,not fire,0.6586,0.4687
604,40.9913,25.8078,2023-08-12,2007,not fire,0.8481,0.5168
605,40.9454,25.7778,2023-08-12,1148,not fire,0.5303,0.3116
606,38.116,23.6432,2023-08-12,2006,not fire,0.4952,0.3545
607,38.1496,23.5383,2023-07-29,849,not fire,0.2856,0.1742
608,39.3996,22.8539,2023-07-27,35,fire,0.846,0.7571
609,37.9339,23.0513,2023-07-19,133,fire,0.5618,0.3462
610,36.0205,27.8826,2023-07-06,841,not fire,0.5723,0.3813
611,38.3466,22.722,2023-08-12,1147,not fire,0.8886,0.6437
612,36.0568,27.9058,2023-07-24,1959,fire,0.8464,0.587
613,40.9806,25.9396,2023-08-31,1926,not fire,0.8846,0.5463
614,38.1655,23.4534,2023-07-28,1912,not fire,0.5936,0.3713
615,38.1372,23.463,2023-07-07,2009,not fire,0.5876,0.4157
616,36.1536,27.9605,2023-07-01,1935,not fire,0.7932,0.5773
617,36.0946,27.944,2023-07-23,104,fire,0.8908,0.6412
618,38.348,22.7132,2023-08-12,44,not fire,0.8907,0.6614
619,38.0933,23.4723,2023-07-18,1154,fire,0.5993,0.4501
620,39.764,19.8768,2023-07-05,1154,not fire,0.7511,0.4983
621,37.8141,23.9465,2023-08-06,1113,not fire,0.6396,0.396
622,36.0665,27.9358,2023-07-03,817,not fire,0.9216,0.6791
623,38.0022,24.5325,2023-07-04,857,not fire,0.4745,0.3556
624,40.8716,26.0257,2023-08-09,1943,not fire,0.8435,0.5221
625,38.1821,22.1819,2023-08-12,1919,not fire,0.8051,0.5411
626,38.1286,23.647,2023-08-23,944,fire,0.5285,0.2898
627,38.3751,23.2414,2023-08-22,2006,fire,0.6097,0.3667
628,41.0622,24.7106,2023-08-12,43,not fire,0.8261,0.5402
629,41.1639,25.2627,2023-08-22,902,fire,0.8035,0.4024
630,41.0908,26.0677,2023-08-12,1148,not fire,0.8084,0.477
631,40.9412,26.0729,2023-08-22,43,fire,0.758,0.39
632,38.0507,23.4512,2023-07-19,849,fire,0.6028,0.3596
633,37.3307,24.3974,2023-08-22,44,fire,0.6314,0.396
634,41.1545,26.1337,2023-08-21,1942,not fire,0.6787,0.4239
635,39.3305,22.8337,2023-08-06,35,not fire,0.8146,0.5665
636,36.2151,27.9293,2023-08-09,1139,not fire,0.8903,0.6018
637,40.8661,26.0957,2023-08-11,822,not fire,0.7389,0.4488
638,36.0516,27.9139,2023-08-04,2354,not fire,0.7365,0.4144
639,41.0687,26.0276,2023-08-12,1148,not fire,0.8698,0.4848
640,38.1758,23.4781,2023-07-07,2009,not fire,0.3963,0.2454
641,41.1227,26.1515,2023-08-04,1133,not fire,0.8088,0.5797
642,37.1179,22.0246,2023-08-31,1131,fire,0.7879,0.4575
643,36.2012,27.948,2023-07-11,1935,not fire,0.9118,0.6513
644,38.1374,23.504,2023-08-07,51,not fire,0.7842,0.612
645,38.2474,22.8084,2023-08-04,29,not fire,0.8866,0.5509
646,36.0664,27.9123,2023-08-13,857,not fire,0.8857,0.555
647,38.1846,23.4761,2023-07-27,2009,not fire,0.6618,0.3943
648,40.937,26.0705,2023-08-12,902,not fire,0.8206,0.4477
649,41.0064,25.9454,2023-08-01,1926,not fire,0.8641,0.525
650,40.9245,25.8359,2023-08-22,43,fire,0.7332,0.4309
651,39.2994,22.8341,2023-07-07,1139,not fire,0.8685,0.7818
652,40.8882,25.937,2023-08-30,1202,not fire,0.8011,0.5056
653,38.0991,23.4475,2023-07-18,1154,fire,0.5936,0.3507
654,41.0368,26.1179,2023-08-12,43,not fire,0.7801,0.4062
655,36.1141,27.9522,2023-07-02,2016,not fire,0.7863,0.5626
656,38.4188,22.7472,2023-08-23,2047,fire,0.6821,0.4411
657,40.9337,25.9359,2023-08-21,1926,fire,0.8373,0.5505
658,39.254,20.8794,2023-07-27,2024,fire,0.7564,0.5202
659,38.1418,23.5605,2023-07-29,1952,not fire,0.6379,0.4274
660,38.1605,22.1608,2023-08-06,35,not fire,0.7609,0.4986
661,41.138,26.0684,2023-08-17,1201,not fire,0.7065,0.378
662,40.9963,25.9018,2023-08-22,1148,fire,0.784,0.4731
663,38.1556,23.5087,2023-07-18,51,fire,0.797,0.4903
664,38.0477,23.4743,2023-07-09,849,not fire,0.7327,0.6684
665,36.2602,27.9083,2023-08-08,1952,not fire,0.5867,0.3611
666,38.244,22.8724,2023-08-21,1926,fire,0.764,0.4721
667,40.995,26.0875,2023-08-02,43,not fire,0.827,0.4772
668,38.1151,23.5232,2023-08-07,51,not fire,0.8718,0.6162
669,40.9888,25.9165,2023-08-12,1148,not fire,0.89,0.4905
670,40.9898,25.7932,2023-08-22,2007,fire,0.6473,0.3969
671,38.1758,23.4781,2023-08-06,2009,not fire,0.5062,0.2298
672,36.1241,27.9482,2023-07-23,104,fire,0.8916,0.6004
673,36.1574,27.9408,2023-07-13,817,not fire,0.8075,0.5749
674,38.1006,23.4589,2023-07-28,1154,not fire,0.7835,0.5593
675,36.0401,27.8752,2023-07-06,841,not fire,0.891,0.5457
676,38.3613,21.588,2023-08-12,2006,not fire,0.7702,0.5878
677,41.1784,26.1586,2023-08-11,27,not fire,0.6317,0.4544
678,41.0384,26.107,2023-08-21,1926,fire,0.8007,0.4077
679,38.1603,22.1719,2023-08-12,2057,not fire,0.8178,0.5366
680,38.0246,24.5361,2023-07-14,1111,not fire,0.7108,0.4069
681,40.8917,25.6388,2023-08-02,2007,not fire,0.3257,0.1909
682,36.1433,27.9398,2023-08-13,857,not fire,0.8069,0.5425
683,40.8882,25.937,2023-08-20,1202,fire,0.8011,0.5056
684,41.1999,26.2164,2023-08-11,27,not fire,0.7115,0.5009
685,36.1962,27.9776,2023-07-03,817,not fire,0.909,0.5763
686,40.9226,25.8479,2023-08-02,43,not fire,0.8799,0.534
687,38.1661,23.4608,2023-07-08,1154,not fire,0.6134,0.3813
688,37.0882,25.4955,2023-08-03,1223,not fire,0.852,0.5894
689,38.5546,23.6613,2023-08-11,1926,not fire,0.6651,0.4352
690,40.8659,26.0523,2023-08-10,1202,not fire,0.7738,0.4186
691,39.3473,22.8038,2023-07-07,35,not fire,0.7066,0.5846
692,39.2188,22.4462,2023-08-13,1229,not fire,0.8694,0.693
693,36.1103,27.9286,2023-07-04,8,not fire,0.9049,0.5988
694,40.938,26.0591,2023-08-21,1106,fire,0.6469,0.3313
695,38.0373,23.4094,2023-07-28,1912,not fire,0.6675,0.3791
696,36.0665,27.9358,2023-08-12,817,not fire,0.8964,0.644
697,38.161,23.5047,2023-08-06,2009,not fire,0.8424,0.471
698,40.9887,26.0106,2023-08-02,43,not fire,0.8194,0.5221
699,38.1787,23.5006,2023-07-07,2009,not fire,0.3574,0.2186
700,36.1085,27.9429,2023-08-02,817,not fire,0.8387,0.5659
701,41.0059,26.0779,2023-08-22,43,fire,0.8242,0.4323
702,40.9235,26.0713,2023-07-30,1121,not fire,0.7637,0.3992
703,38.0972,23.5746,2023-08-23,1137,not fire,0.5455,0.2975
704,36.0781,27.857,2023-07-05,2040,not fire,0.894,0.7203
705,37.9326,23.0254,2023-07-18,2049,fire,0.759,0.4299
706,36.1203,27.9304,2023-07-24,8,fire,0.8896,0.6141
707,41.0044,25.8352,2023-08-02,2007,not fire,0.6655,0.4143
708,36.1955,27.981,2023-07-03,104,not fire,0.885,0.6073
709,38.1876,23.4986,2023-07-07,2009,not fire,0.7491,0.5043
710,38.3642,22.7165,2023-08-04,1133,not fire,0.7354,0.4351
711,36.0623,27.923,2023-07-04,1111,not fire,0.9086,0.6297
712,41.1844,25.5329,2023-08-31,1106,not fire,0.7386,0.4423
713,40.9617,26.0474,2023-08-02,902,not fire,0.6763,0.4528
714,40.9244,25.8476,2023-08-22,902,fire,0.7982,0.5105
715,39.7732,19.874,2023-07-25,1154,fire,0.7556,0.5935
716,40.988,26.1439,2023-08-03,805,not fire,0.6125,0.3643
717,39.3787,22.7347,2023-08-05,1235,not fire,0.7079,0.4181
718,36.2206,28.0045,2023-08-02,817,not fire,0.919,0.569
719,39.7732,19.874,2023-08-04,1154,not fire,0.8069,0.5809
720,40.9305,25.8251,2023-08-12,902,not fire,0.8114,0.4541
721,38.1229,23.6507,2023-08-02,1147,not fire,0.4814,0.3225
722,39.7401,19.8749,2023-07-24,2000,fire,0.6597,0.4969
723,40.9474,25.9973,2023-08-30,2023,not fire,0.6403,0.3703
724,38.1699,23.4862,2023-07-28,808,not fire,0.7818,0.5532
725,39.3371,22.7804,2023-07-27,35,fire,0.7407,0.5402
726,40.921,25.7155,2023-08-12,2007,not fire,0.36,0.2198
727,40.9494,26.0588,2023-08-02,902,not fire,0.7896,0.4201
728,41.009,26.1168,2023-08-22,43,fire,0.7161,0.3583
729,36.1107,27.9286,2023-07-04,1111,not fire,0.9049,0.5988
730,38.1485,23.4942,2023-07-28,51,not fire,0.8716,0.5961
731,37.9266,24.7984,2023-08-26,1933,fire,0.6461,0.4022
732,38.1247,23.6102,2023-08-24,847,fire,0.3122,0.1596
733,36.0631,27.9295,2023-08-13,857,not fire,0.8895,0.5984
734,39.769,19.8493,2023-08-14,1154,not fire,0.7097,0.4466
735,38.0061,24.5333,2023-07-23,1919,fire,0.4717,0.2884
736,40.9898,25.7932,2023-08-12,2007,not fire,0.7375,0.4307
737,41.1146,26.2161,2023-08-14,846,not fire,0.6471,0.415
738,38.1389,23.626,2023-08-05,1214,not fire,0.7951,0.5714
739,36.2235,28.0106,2023-07-04,8,not fire,0.9156,0.5454
740,40.897,26.1099,2023-08-31,1926,not fire,0.6281,0.384
741,39.3537,22.7774,2023-07-26,1235,fire,0.8332,0.6495
742,36.1071,27.9104,2023-08-03,1111,not fire,0.8936,0.5946
743,38.1781,23.4814,2023-07-28,1154,not fire,0.5062,0.2298
744,40.8935,26.0453,2023-08-09,1943,not fire,0.8101,0.4293
745,38.0448,23.4262,2023-08-08,849,not fire,0.5428,0.3318
746,40.9173,25.8301,2023-08-22,902,fire,0.7734,0.4689
747,38.0477,23.4743,2023-07-29,849,not fire,0.6728,0.5704
748,39.3043,22.8051,2023-08-06,1139,not fire,0.8416,0.5002
749,40.9872,25.9039,2023-08-02,1148,not fire,0.9031,0.5092
750,39.3516,22.7402,2023-07-16,1235,not fire,0.8465,0.7176
751,40.8458,26.0667,2023-08-31,822,not fire,0.6127,0.3822
752,40.9481,26.0666,2023-08-21,1926,fire,0.7532,0.3807
753,40.9698,26.0027,2023-08-02,902,not fire,0.7796,0.4125
754,41.1706,26.1437,2023-08-31,27,fire,0.6857,0.407
755,38.3459,21.5498,2023-08-22,2006,fire,0.7245,0.5194
756,36.0847,27.9166,2023-07-04,1111,not fire,0.9152,0.6166
757,41.1029,26.1959,2023-08-31,1106,not fire,0.6573,0.399
758,40.8818,25.9716,2023-07-30,1943,not fire,0.7857,0.4949
759,40.8951,25.7507,2023-08-22,1148,fire,0.7815,0.4548
760,40.9342,25.9827,2023-08-21,1106,fire,0.6269,0.3553
761,39.2346,22.2954,2023-07-06,1235,not fire,0.6953,0.5428
762,36.1487,27.9265,2023-08-01,2016,not fire,0.6461,0.4119
763,37.9344,23.0632,2023-07-28,2049,not fire,0.4927,0.2175
764,41.105,26.1457,2023-08-11,1106,not fire,0.8065,0.6241
765,38.1234,23.6297,2023-08-12,2006,not fire,0.3942,0.2811
766,39.3506,22.7766,2023-07-27,35,fire,0.7597,0.5754
767,38.1205,23.677,2023-08-22,2006,fire,0.3917,0.234
768,36.0651,27.9043,2023-07-15,50,not fire,0.9001,0.6942
769,39.7688,19.9084,2023-07-24,7,fire,0.6721,0.4413
770,36.2081,28.0284,2023-07-23,1919,fire,0.7556,0.4981
771,38.1354,23.6278,2023-08-14,29,not fire,0.6265,0.4176
772,36.2222,27.9888,2023-07-03,817,not fire,0.9267,0.595
773,41.0859,26.0888,2023-08-12,1148,not fire,0.5885,0.3672
774,41.0671,26.1367,2023-08-11,1926,not fire,0.6405,0.4346
775,40.8798,26.0516,2023-07-31,919,not fire,0.7393,0.4247
776,36.1087,27.9427,2023-07-24,8,fire,0.8786,0.6579
777,38.1496,23.5383,2023-08-08,849,not fire,0.2856,0.1742
778,36.245,28.0003,2023-07-14,8,not fire,0.6707,0.4633
779,36.1263,27.951,2023-08-11,2016,not fire,0.8989,0.5248
780,36.2245,27.9221,2023-08-08,1952,not fire,0.9072,0.6509
781,41.1511,26.0714,2023-08-29,854,fire,0.8068,0.4874
782,40.9771,26.0828,2023-08-12,43,not fire,0.7558,0.5346
783,41.094,26.0932,2023-08-02,1148,not fire,0.7249,0.5621
784,40.938,26.0591,2023-08-01,1106,not fire,0.6227,0.3119
785,41.1112,26.1985,2023-08-22,902,fire,0.6754,0.4879
786,36.1646,27.9608,2023-07-12,23,not fire,0.8695,0.595
787,41.2007,26.2546,2023-08-11,1942,not fire,0.7395,0.4587
788,40.8997,25.8167,2023-08-22,43,fire,0.7731,0.4905
789,38.123,23.444,2023-07-19,1236,fire,0.5692,0.319
790,38.152,22.2018,2023-08-12,1919,not fire,0.8498,0.5242
791,36.1256,27.9389,2023-08-02,1919,not fire,0.8734,0.5305
792,41.1709,25.279,2023-08-22,902,fire,0.8372,0.3796
