latitude,longitude,acq_date,acq_time,class,NDVI,EVI
39.7908,-7.7343,2023-08-24,2236,not fire,-0.3,-0.3
41.3207,-7.3189,2023-08-14,2114,fire,0.5715,0.2834
37.4363,-8.656,2023-08-17,322,not fire,-0.3,-0.3
41.681,-8.2125,2023-02-27,222,not fire,0.5158,0.268
39.7254,-7.7991,2023-08-15,1035,not fire,-0.3,-0.3
41.7995,-7.9797,2023-02-05,1341,fire,0.6154,0.2148
37.4114,-8.702,2023-08-16,2219,not fire,-0.3,-0.3
41.7964,-7.622,2023-02-18,1303,fire,0.535,0.2441
39.7318,-7.8069,2023-08-25,336,not fire,-0.3,-0.3
37.4558,-8.6925,2023-08-27,1425,not fire,-0.3,-0.3
40.5257,-7.8259,2023-08-23,1409,fire,0.6818,0.3727
39.7328,-7.7906,2023-08-25,1035,not fire,-0.3,-0.3
39.7511,-7.8332,2023-08-25,1303,not fire,-0.3,-0.3
37.4054,-8.6789,2023-08-17,1019,not fire,-0.3,-0.3
41.7945,-7.6171,2023-02-18,1303,fire,0.5563,0.2372
37.3953,-8.7282,2023-08-28,226,not fire,-0.3,-0.3
39.7817,-7.7623,2023-08-14,2236,not fire,-0.3,-0.3
37.1881,-8.8695,2023-08-17,1425,not fire,-0.3,-0.3
39.7908,-7.7343,2023-08-14,2236,not fire,-0.3,-0.3
41.2532,-8.1519,2023-08-31,1358,not fire,0.7595,0.3859
37.4323,-8.6828,2023-08-16,2219,not fire,-0.3,-0.3
40.5101,-7.8442,2023-08-03,1409,not fire,0.6393,0.3669
39.7406,-7.7659,2023-08-25,336,not fire,-0.3,-0.3
37.4002,-8.7332,2023-08-17,2259,not fire,-0.3,-0.3
41.1899,-7.8875,2023-08-02,222,not fire,0.7451,0.3309
41.7555,-8.2912,2023-02-16,1050,fire,0.6069,0.182
37.424,-8.7837,2023-08-27,1425,not fire,-0.3,-0.3
41.5085,-8.051,2023-02-09,2220,not fire,0.5631,0.2455
39.7578,-7.8075,2023-08-25,1035,not fire,-0.3,-0.3
41.6909,-7.8587,2023-02-15,2234,not fire,0.5961,0.2454
39.7415,-7.7455,2023-08-16,240,not fire,-0.3,-0.3
37.4676,-8.6956,2023-08-17,2259,not fire,-0.3,-0.3
39.7631,-7.7625,2023-08-25,158,not fire,-0.3,-0.3
41.6727,-8.353,2023-02-07,1359,not fire,0.6515,0.3633
37.3833,-8.7325,2023-08-17,1425,not fire,-0.3,-0.3
37.3867,-8.7388,2023-08-17,2122,not fire,-0.3,-0.3
39.7219,-8.7259,2023-08-17,1426,not fire,-0.3,-0.3
37.379,-8.6853,2023-08-27,2259,not fire,-0.3,-0.3
39.7276,-8.5128,2023-08-23,2226,fire,-0.3,-0.3
39.7659,-7.7643,2023-08-15,1035,not fire,-0.3,-0.3
37.435,-8.6916,2023-08-26,1344,not fire,-0.3,-0.3
39.7354,-7.8106,2023-08-25,336,not fire,-0.3,-0.3
41.3207,-7.3189,2023-08-24,2114,not fire,0.5715,0.2834
41.6897,-8.2084,2023-08-26,305,not fire,0.716,0.3573
41.1636,-7.9193,2023-08-21,1423,fire,0.69,0.3191
37.393,-8.6284,2023-08-27,2122,not fire,-0.3,-0.3
37.3896,-8.6678,2023-08-28,226,not fire,-0.3,-0.3
40.5021,-7.8278,2023-08-03,1409,not fire,0.6778,0.375
39.8011,-7.7576,2023-08-24,2236,not fire,-0.3,-0.3
41.6909,-7.8587,2023-02-25,2234,not fire,0.6173,0.2511
41.7812,-8.3617,2023-08-28,2235,fire,0.7425,0.3739
39.7622,-8.6948,2023-08-24,1359,not fire,-0.3,-0.3
40.5005,-7.8418,2023-08-03,1409,not fire,0.6425,0.4363
37.4907,-8.7048,2023-08-27,2300,not fire,-0.3,-0.3
37.3969,-8.6837,2023-08-27,2122,not fire,-0.3,-0.3
37.4054,-8.6789,2023-08-27,1019,not fire,-0.3,-0.3
39.7236,-7.7788,2023-08-25,1035,not fire,-0.3,-0.3
39.7445,-7.7893,2023-08-15,1035,not fire,-0.3,-0.3
37.393,-8.6284,2023-08-17,2122,not fire,-0.3,-0.3
39.7793,-7.7823,2023-08-15,1035,not fire,-0.3,-0.3
37.4393,-8.6833,2023-08-17,322,not fire,-0.3,-0.3
37.3816,-8.7087,2023-08-28,226,not fire,-0.3,-0.3
41.7555,-8.2912,2023-02-06,1050,not fire,0.6069,0.182
39.6965,-8.6585,2023-08-25,1441,not fire,-0.3,-0.3
37.4399,-8.696,2023-08-26,2219,not fire,-0.3,-0.3
41.2532,-8.1519,2023-08-21,1358,not fire,0.7595,0.3859
39.7883,-7.7401,2023-08-25,1303,not fire,-0.3,-0.3
37.4346,-8.6613,2023-08-17,322,not fire,-0.3,-0.3
39.7303,-7.8167,2023-08-25,158,not fire,-0.3,-0.3
39.7613,-7.7976,2023-08-24,2236,not fire,-0.3,-0.3
37.4276,-8.7455,2023-08-27,1425,not fire,-0.3,-0.3
37.421,-8.7317,2023-08-25,2138,not fire,-0.3,-0.3
37.4103,-8.6833,2023-08-27,1019,not fire,-0.3,-0.3
41.0627,-8.1266,2023-08-08,1059,fire,0.5731,0.3161
41.3915,-8.6577,2023-08-28,225,not fire,0.7717,0.3836
39.6964,-8.6507,2023-08-15,1441,not fire,-0.3,-0.3
37.4143,-8.7634,2023-08-17,1425,not fire,-0.3,-0.3
37.4522,-8.73,2023-08-27,1425,not fire,-0.3,-0.3
37.3725,-8.7784,2023-08-27,2122,not fire,-0.3,-0.3
42.0345,-8.1279,2023-02-15,2234,not fire,0.6137,0.2635
41.9249,-8.4084,2023-02-27,1328,not fire,0.6207,0.2871
41.7324,-8.35,2023-02-15,235,not fire,0.655,0.3372
40.6183,-7.6836,2023-08-27,321,not fire,0.7053,0.4057
41.6516,-6.5686,2023-08-10,2147,fire,0.4938,0.2936
37.3835,-8.7207,2023-08-27,1425,not fire,-0.3,-0.3
40.5337,-7.8422,2023-08-13,1409,not fire,0.3252,0.2427
39.7369,-7.7626,2023-08-15,336,not fire,-0.3,-0.3
41.852,-8.2124,2023-08-13,1409,not fire,0.477,0.2289
40.6183,-7.6836,2023-08-07,321,fire,0.715,0.3868
37.3047,-8.5084,2023-08-28,1420,fire,-0.3,-0.3
39.8197,-7.7445,2023-08-04,2236,fire,0.6891,0.3333
39.7508,-7.7437,2023-08-26,240,not fire,-0.3,-0.3
41.6836,-8.3422,2023-02-27,1359,not fire,0.703,0.2701
39.7458,-7.7642,2023-08-15,158,not fire,-0.3,-0.3
40.5213,-7.8323,2023-08-13,1409,not fire,0.6149,0.4124
41.2042,-7.9098,2023-08-22,222,fire,0.7062,0.3704
39.7153,-7.8106,2023-08-15,1303,not fire,-0.3,-0.3
40.9663,-7.9788,2023-02-03,1354,fire,0.6014,0.3369
37.4258,-8.7646,2023-08-27,1425,not fire,-0.3,-0.3
37.3851,-8.714,2023-08-27,1425,not fire,-0.3,-0.3
37.3932,-8.7408,2023-08-17,1425,not fire,-0.3,-0.3
39.7168,-8.6355,2023-08-26,2219,not fire,-0.3,-0.3
37.4636,-8.7319,2023-08-27,1425,not fire,-0.3,-0.3
39.7938,-7.7638,2023-08-24,2236,not fire,-0.3,-0.3
37.424,-8.7837,2023-08-17,1425,not fire,-0.3,-0.3
41.6799,-8.3402,2023-02-07,1131,not fire,0.6266,0.3005
39.7354,-7.8106,2023-08-15,336,not fire,-0.3,-0.3
39.726,-8.6375,2023-08-16,2219,not fire,-0.3,-0.3
41.7308,-8.064,2023-02-09,240,not fire,0.6157,0.1943
39.7291,-8.7339,2023-08-17,1426,not fire,-0.3,-0.3
39.7229,-7.813,2023-08-25,1035,not fire,-0.3,-0.3
37.4443,-8.6908,2023-08-27,1425,not fire,-0.3,-0.3
37.4068,-8.6657,2023-08-26,2219,not fire,-0.3,-0.3
41.3915,-8.6577,2023-08-18,225,not fire,0.7717,0.3836
41.697,-7.854,2023-02-25,2234,not fire,0.5049,0.2637
41.6534,-7.7892,2023-02-14,2153,not fire,0.6488,0.2282
37.4698,-8.6704,2023-08-28,226,not fire,-0.3,-0.3
42.0309,-8.1159,2023-02-25,2234,not fire,0.6112,0.2232
37.4073,-8.7182,2023-08-27,1019,not fire,-0.3,-0.3
37.3983,-8.7765,2023-08-17,2259,not fire,-0.3,-0.3
39.7274,-7.7657,2023-08-15,1303,not fire,-0.3,-0.3
37.399,-8.6919,2023-08-27,2122,not fire,-0.3,-0.3
39.763,-7.7764,2023-08-24,2236,not fire,-0.3,-0.3
39.7476,-7.8247,2023-08-25,1303,not fire,-0.3,-0.3
41.6508,-6.5794,2023-08-30,1316,not fire,0.5691,0.3094
37.4114,-8.702,2023-08-26,2219,not fire,-0.3,-0.3
41.7418,-6.9176,2023-02-17,1113,not fire,0.5541,0.2352
37.3915,-8.6879,2023-08-28,226,not fire,-0.3,-0.3
40.9942,-7.9938,2023-02-11,1407,not fire,0.6194,0.2472
41.7675,-7.9042,2023-02-09,1345,not fire,0.2811,0.024
41.7308,-8.064,2023-02-19,240,fire,0.639,0.225
39.7458,-7.7642,2023-08-25,158,not fire,-0.3,-0.3
40.1118,-7.4059,2023-08-05,1106,not fire,0.4206,0.2396
37.3856,-8.6905,2023-08-27,2259,not fire,-0.3,-0.3
37.4328,-8.6895,2023-08-17,1425,not fire,-0.3,-0.3
39.8197,-7.7445,2023-08-14,2236,not fire,0.6841,0.3486
40.5344,-7.813,2023-08-03,2226,not fire,0.6398,0.4315
37.4099,-8.6858,2023-08-27,1425,not fire,-0.3,-0.3
40.5304,-7.8067,2023-08-13,2226,not fire,0.5819,0.3814
37.3742,-8.7862,2023-08-17,2122,not fire,-0.3,-0.3
40.9012,-7.7994,2023-08-27,1049,fire,0.5494,0.3293
39.7328,-7.7906,2023-08-15,1035,not fire,-0.3,-0.3
39.7352,-7.7769,2023-08-15,1035,not fire,-0.3,-0.3
39.7489,-7.7594,2023-08-15,2139,not fire,-0.3,-0.3
39.7649,-7.7529,2023-08-14,2236,not fire,-0.3,-0.3
39.7694,-7.8052,2023-08-15,1035,not fire,-0.3,-0.3
41.7324,-8.35,2023-02-25,235,not fire,0.6756,0.258
39.7245,-8.6498,2023-08-26,2219,not fire,-0.3,-0.3
37.3934,-8.7277,2023-08-17,2259,not fire,-0.3,-0.3
39.7186,-7.8198,2023-08-25,1303,not fire,-0.3,-0.3
37.381,-8.6751,2023-08-27,2122,not fire,-0.3,-0.3
39.6964,-8.6507,2023-08-25,1441,not fire,-0.3,-0.3
37.4425,-8.7096,2023-08-27,1425,not fire,-0.3,-0.3
37.4394,-8.7184,2023-08-16,1116,not fire,-0.3,-0.3
37.446,-8.6723,2023-08-17,1425,not fire,-0.3,-0.3
37.454,-8.7113,2023-08-17,1425,not fire,-0.3,-0.3
37.3831,-8.6836,2023-08-17,2122,not fire,-0.3,-0.3
42.0983,-8.2316,2023-02-19,2202,not fire,0.63,0.2909
37.4103,-8.6833,2023-08-17,1019,not fire,-0.3,-0.3
37.4116,-8.6671,2023-08-27,1425,not fire,-0.3,-0.3
39.7201,-8.7467,2023-08-17,1426,not fire,-0.3,-0.3
39.7637,-7.7875,2023-08-15,1303,not fire,-0.3,-0.3
40.5337,-7.7729,2023-08-13,2226,not fire,0.5796,0.3575
40.8485,-7.3217,2023-08-15,1354,not fire,0.4632,0.2596
40.5005,-7.8418,2023-08-13,1409,not fire,0.7306,0.4349
41.6879,-7.9059,2023-02-20,1356,not fire,0.6607,0.3433
39.7467,-7.8008,2023-08-25,336,not fire,-0.3,-0.3
39.7663,-7.7584,2023-08-15,158,not fire,-0.3,-0.3
39.7274,-7.7657,2023-08-25,1303,not fire,-0.3,-0.3
40.8816,-7.9118,2023-02-08,1333,not fire,0.485,0.2551
37.3804,-8.7119,2023-08-18,1100,not fire,-0.3,-0.3
40.5257,-7.8259,2023-08-13,1409,not fire,0.6818,0.3727
37.4718,-8.7387,2023-08-17,1425,not fire,-0.3,-0.3
37.3852,-8.702,2023-08-27,1425,not fire,-0.3,-0.3
39.7443,-8.6412,2023-08-26,2219,not fire,-0.3,-0.3
39.7443,-8.6412,2023-08-16,2219,not fire,-0.3,-0.3
41.682,-8.3549,2023-02-17,1359,fire,0.6791,0.289
37.401,-8.7115,2023-08-26,2219,not fire,-0.3,-0.3
41.2904,-6.793,2023-08-14,1313,not fire,0.4401,0.2065
41.681,-8.2125,2023-02-17,222,not fire,0.5298,0.2621
37.4161,-8.7439,2023-08-27,1425,not fire,-0.3,-0.3
40.2089,-7.8147,2023-02-06,1316,not fire,0.6303,0.3746
39.7489,-7.7594,2023-08-25,2139,not fire,-0.3,-0.3
37.3836,-8.7294,2023-08-18,226,not fire,-0.3,-0.3
37.475,-8.7339,2023-08-17,1425,not fire,-0.3,-0.3
41.7964,-7.622,2023-02-08,1303,not fire,0.5226,0.2291
41.3066,-7.3077,2023-08-04,2114,not fire,0.5135,0.2785
37.3707,-8.7306,2023-08-17,2122,not fire,-0.3,-0.3
39.7955,-7.7416,2023-08-24,2236,not fire,-0.3,-0.3
37.4558,-8.6925,2023-08-17,1425,not fire,-0.3,-0.3
41.6576,-7.784,2023-02-04,2153,fire,0.5621,0.1888
37.435,-8.6916,2023-08-16,1344,not fire,-0.3,-0.3
37.3733,-8.7646,2023-08-18,1329,not fire,-0.3,-0.3
40.5337,-7.8422,2023-08-03,1409,not fire,0.2663,0.1904
39.768,-7.8082,2023-08-15,158,not fire,-0.3,-0.3
41.1871,-7.9548,2023-02-07,1113,fire,0.7362,0.2358
39.7489,-7.7587,2023-08-25,158,not fire,-0.3,-0.3
39.7501,-7.804,2023-08-25,336,not fire,-0.3,-0.3
40.2101,-7.8194,2023-02-26,1316,not fire,0.6477,0.3876
37.4099,-8.6858,2023-08-17,1425,not fire,-0.3,-0.3
37.4345,-8.6707,2023-08-17,1425,not fire,-0.3,-0.3
37.395,-8.7218,2023-08-27,1425,not fire,-0.3,-0.3
41.8044,-7.5901,2023-02-08,1303,not fire,0.565,0.2303
39.7637,-7.7875,2023-08-25,1303,not fire,-0.3,-0.3
39.7694,-7.8052,2023-08-25,1035,not fire,-0.3,-0.3
41.2904,-6.793,2023-08-04,1313,not fire,0.4448,0.2075
37.4068,-8.6657,2023-08-16,2219,not fire,-0.3,-0.3
41.5754,-6.6402,2023-02-17,1359,fire,0.5924,0.1902
37.3934,-8.7079,2023-08-18,226,not fire,-0.3,-0.3
41.6836,-8.3422,2023-02-07,1359,not fire,0.6894,0.2655
39.7799,-7.7857,2023-08-24,2236,not fire,-0.3,-0.3
37.421,-8.7317,2023-08-15,2138,not fire,-0.3,-0.3
39.7475,-7.8178,2023-08-14,2236,not fire,-0.3,-0.3
39.7522,-7.758,2023-08-25,336,not fire,-0.3,-0.3
39.7332,-7.8121,2023-08-25,158,not fire,-0.3,-0.3
40.5376,-7.7794,2023-08-23,2226,fire,0.5512,0.3512
41.6917,-8.4728,2023-02-21,1407,not fire,0.6731,0.3077
41.6444,-8.1323,2023-02-28,1410,not fire,0.6478,0.249
41.7964,-7.622,2023-02-28,1303,not fire,0.535,0.2441
41.8044,-7.5901,2023-02-18,1303,fire,0.5811,0.2506
37.4013,-8.6667,2023-08-18,226,not fire,-0.3,-0.3
40.523,-7.8183,2023-08-13,1409,not fire,0.655,0.3344
39.7275,-8.625,2023-08-16,2219,not fire,-0.3,-0.3
41.2532,-8.1519,2023-08-01,1358,not fire,0.7481,0.4612
41.1636,-7.9193,2023-08-11,1423,not fire,0.7473,0.3044
41.6426,-8.1505,2023-02-28,1410,not fire,0.5212,0.2612
41.8655,-7.7961,2023-02-25,1341,not fire,0.5731,0.2397
40.1227,-7.416,2023-08-25,1106,fire,0.504,0.3053
41.7129,-8.466,2023-08-08,225,fire,0.8077,0.4518
41.2912,-7.3427,2023-08-31,2243,not fire,0.541,0.2691
39.7351,-8.6394,2023-08-16,2219,not fire,-0.3,-0.3
41.5085,-8.051,2023-02-19,2220,fire,0.5267,0.2493
39.7304,-8.6386,2023-08-27,322,not fire,-0.3,-0.3
39.7563,-8.6951,2023-08-27,1426,not fire,-0.3,-0.3
39.7427,-7.7687,2023-08-25,1035,not fire,-0.3,-0.3
37.4459,-8.7208,2023-08-16,2219,not fire,-0.3,-0.3
39.7493,-7.7953,2023-08-14,2236,not fire,-0.3,-0.3
39.751,-7.7737,2023-08-24,2236,not fire,-0.3,-0.3
39.7594,-7.82,2023-08-24,2236,not fire,-0.3,-0.3
39.7291,-8.7339,2023-08-27,1426,not fire,-0.3,-0.3
41.6684,-8.1165,2023-02-04,2211,not fire,0.6002,0.2229
40.9012,-7.7994,2023-08-07,1049,not fire,0.5615,0.3826
37.4025,-8.6949,2023-08-17,322,not fire,-0.3,-0.3
37.3725,-8.7784,2023-08-17,2122,not fire,-0.3,-0.3
40.5101,-7.8442,2023-08-13,1409,not fire,0.6219,0.3016
37.482,-8.7396,2023-08-17,2300,not fire,-0.3,-0.3
41.9569,-7.1743,2023-02-09,1345,not fire,0.5189,0.2058
39.7501,-7.804,2023-08-15,336,not fire,-0.3,-0.3
40.9666,-7.9809,2023-02-23,1145,not fire,0.6495,0.3109
37.3983,-8.7765,2023-08-27,2259,not fire,-0.3,-0.3
40.8485,-7.3217,2023-08-25,1354,fire,0.4632,0.2596
37.4367,-8.6749,2023-08-17,1019,not fire,-0.3,-0.3
41.6917,-8.4728,2023-02-11,1407,not fire,0.6598,0.2961
37.4204,-8.704,2023-08-16,2219,not fire,-0.3,-0.3
41.5754,-6.6402,2023-02-27,1359,not fire,0.6007,0.1883
39.7328,-8.5507,2023-08-13,2226,not fire,-0.3,-0.3
41.3043,-8.2778,2023-02-09,2219,not fire,0.6097,0.3642
41.6426,-8.1505,2023-02-08,1410,fire,0.5926,0.3028
41.6799,-8.3402,2023-02-27,1131,not fire,0.659,0.2839
39.7155,-7.8205,2023-08-25,1035,not fire,-0.3,-0.3
40.2089,-7.8147,2023-02-16,1316,fire,0.6303,0.3746
37.4399,-8.696,2023-08-16,2219,not fire,-0.3,-0.3
37.4204,-8.704,2023-08-26,2219,not fire,-0.3,-0.3
39.7543,-7.7668,2023-08-15,2139,not fire,-0.3,-0.3
40.5304,-7.8067,2023-08-23,2226,fire,0.5819,0.3814
37.1995,-8.8708,2023-08-17,1425,not fire,-0.3,-0.3
39.7566,-7.8396,2023-08-25,336,not fire,-0.3,-0.3
39.7416,-7.8449,2023-08-25,336,not fire,-0.3,-0.3
37.4474,-8.7093,2023-08-16,2219,not fire,-0.3,-0.3
39.7769,-7.7545,2023-08-14,2236,not fire,-0.3,-0.3
39.6965,-8.6585,2023-08-15,1441,not fire,-0.3,-0.3
41.9781,-8.4329,2023-02-16,2155,fire,0.6337,0.324
39.789,-7.7561,2023-08-24,2236,not fire,-0.3,-0.3
41.1899,-7.8875,2023-08-12,222,not fire,0.7451,0.3309
39.7467,-7.8008,2023-08-15,336,not fire,-0.3,-0.3
39.7474,-7.7808,2023-08-25,1303,not fire,-0.3,-0.3
39.7594,-7.82,2023-08-14,2236,not fire,-0.3,-0.3
41.7995,-7.9797,2023-02-15,1341,not fire,0.6154,0.2148
39.7566,-7.8396,2023-08-15,336,not fire,-0.3,-0.3
37.4025,-8.6949,2023-08-27,322,not fire,-0.3,-0.3
41.2021,-7.8838,2023-08-12,222,not fire,0.6842,0.3205
37.402,-8.6903,2023-08-17,2259,not fire,-0.3,-0.3
37.3047,-8.5084,2023-08-18,1420,not fire,-0.3,-0.3
39.737,-7.7969,2023-08-15,1035,not fire,-0.3,-0.3
41.6038,-7.9618,2023-02-21,2146,not fire,0.5941,0.2269
40.5257,-7.8259,2023-08-03,1409,not fire,0.719,0.3846
41.1825,-7.9013,2023-08-01,2243,not fire,0.7525,0.3292
40.8816,-7.9118,2023-02-28,1333,fire,0.4436,0.2057
41.9159,-7.1392,2023-02-09,1345,not fire,0.5944,0.2655
41.7995,-7.9797,2023-02-25,1341,not fire,0.5832,0.2386
39.7613,-7.7976,2023-08-14,2236,not fire,-0.3,-0.3
41.682,-8.3549,2023-02-07,1359,not fire,0.6791,0.289
42.0149,-8.1931,2023-02-09,2220,not fire,0.7019,0.35
37.4353,-8.6599,2023-08-16,2219,not fire,-0.3,-0.3
37.4338,-8.6713,2023-08-26,2219,not fire,-0.3,-0.3
40.5337,-7.8422,2023-08-23,1409,fire,0.3252,0.2427
39.6814,-8.6578,2023-08-25,1441,not fire,-0.3,-0.3
39.7183,-8.6231,2023-08-16,2219,not fire,-0.3,-0.3
39.7352,-7.7769,2023-08-25,1035,not fire,-0.3,-0.3
41.682,-8.3549,2023-02-27,1359,not fire,0.6914,0.3143
37.4889,-8.7468,2023-08-17,2300,not fire,-0.3,-0.3
42.0345,-8.1279,2023-02-05,2234,fire,0.6137,0.2635
40.9948,-8.0812,2023-02-22,1122,not fire,0.5271,0.3048
37.3838,-8.7331,2023-08-27,2259,not fire,-0.3,-0.3
39.7243,-8.5336,2023-08-13,2226,not fire,-0.3,-0.3
37.3955,-8.6364,2023-08-17,2122,not fire,-0.3,-0.3
41.8647,-7.9314,2023-02-23,1354,not fire,0.5577,0.2457
41.5754,-6.6402,2023-02-07,1359,not fire,0.5924,0.1902
39.7493,-7.7953,2023-08-24,2236,not fire,-0.3,-0.3
37.3715,-8.7114,2023-08-28,1329,not fire,-0.3,-0.3
39.7955,-7.7416,2023-08-14,2236,not fire,-0.3,-0.3
37.3798,-8.6887,2023-08-28,226,not fire,-0.3,-0.3
40.5353,-7.8282,2023-08-23,1409,fire,0.7345,0.3801
41.7945,-7.6171,2023-02-28,1303,not fire,0.5563,0.2372
37.4618,-8.7508,2023-08-27,1425,not fire,-0.3,-0.3
40.5337,-7.7729,2023-08-23,2226,fire,0.5796,0.3575
41.7129,-8.466,2023-08-28,225,not fire,0.805,0.4628
41.6444,-8.1323,2023-02-08,1410,fire,0.6386,0.2398
42.1007,-8.2176,2023-02-09,2202,fire,0.6469,0.3124
39.6814,-8.65,2023-08-25,1441,not fire,-0.3,-0.3
37.4002,-8.6646,2023-08-27,1425,not fire,-0.3,-0.3
41.9249,-8.4084,2023-02-07,1328,fire,0.6296,0.2797
39.7874,-7.7411,2023-08-25,1035,not fire,-0.3,-0.3
39.747,-7.7425,2023-08-15,2139,not fire,-0.3,-0.3
37.4116,-8.6671,2023-08-17,1425,not fire,-0.3,-0.3
39.7543,-7.7668,2023-08-25,2139,not fire,-0.3,-0.3
40.5117,-7.8302,2023-08-03,1409,not fire,0.6133,0.3596
39.6814,-8.6578,2023-08-15,1441,not fire,-0.3,-0.3
39.751,-7.7737,2023-08-14,2236,not fire,-0.3,-0.3
37.4248,-8.729,2023-08-16,241,not fire,-0.3,-0.3
39.7834,-7.7401,2023-08-24,2236,not fire,-0.3,-0.3
39.7449,-7.8485,2023-08-25,336,not fire,-0.3,-0.3
41.0097,-7.826,2023-02-09,2201,fire,0.5408,0.2508
37.4618,-8.7508,2023-08-17,1425,not fire,-0.3,-0.3
40.5213,-7.8323,2023-08-23,1409,fire,0.6149,0.4124
40.8401,-7.3141,2023-08-05,1354,not fire,0.4914,0.2819
41.9249,-8.4084,2023-02-17,1328,not fire,0.6296,0.2797
40.1118,-7.4059,2023-08-15,1106,not fire,0.4159,0.2271
37.402,-8.6903,2023-08-27,2259,not fire,-0.3,-0.3
37.3833,-8.7325,2023-08-27,1425,not fire,-0.3,-0.3
39.7511,-7.8332,2023-08-15,1303,not fire,-0.3,-0.3
41.6946,-7.7698,2023-08-30,2218,fire,0.5578,0.2945
37.4073,-8.7182,2023-08-17,1019,not fire,-0.3,-0.3
41.2971,-6.7647,2023-08-14,1313,not fire,0.3471,0.1927
40.524,-7.8401,2023-08-03,1409,not fire,0.4998,0.3503
37.399,-8.6919,2023-08-17,2122,not fire,-0.3,-0.3
41.6576,-7.784,2023-02-24,2153,not fire,0.5188,0.188
39.7258,-8.5183,2023-08-23,2226,fire,-0.3,-0.3
40.524,-7.8401,2023-08-23,1409,fire,0.5236,0.3608
41.681,-8.2125,2023-02-07,222,fire,0.5298,0.2621
41.9781,-8.4329,2023-02-06,2155,not fire,0.6337,0.324
37.3915,-8.6879,2023-08-18,226,not fire,-0.3,-0.3
39.7506,-7.8108,2023-08-15,158,not fire,-0.3,-0.3
41.8655,-7.7961,2023-02-05,1341,fire,0.5896,0.248
39.7399,-7.733,2023-08-26,240,not fire,-0.3,-0.3
39.7311,-7.7743,2023-08-15,1303,not fire,-0.3,-0.3
40.9028,-7.8128,2023-08-07,1049,not fire,0.6752,0.4362
39.7732,-7.8001,2023-08-24,2236,not fire,-0.3,-0.3
39.7523,-7.7559,2023-08-26,240,not fire,-0.3,-0.3
37.395,-8.7218,2023-08-17,1425,not fire,-0.3,-0.3
37.3852,-8.702,2023-08-17,1425,not fire,-0.3,-0.3
37.439,-8.747,2023-08-17,1425,not fire,-0.3,-0.3
42.0983,-8.2316,2023-02-09,2202,fire,0.6326,0.2852
37.3783,-8.7478,2023-08-18,1329,not fire,-0.3,-0.3
41.2904,-6.793,2023-08-24,1313,fire,0.4401,0.2065
37.3851,-8.714,2023-08-17,1425,not fire,-0.3,-0.3
37.475,-8.7339,2023-08-27,1425,not fire,-0.3,-0.3
40.9996,-8.0012,2023-02-11,1407,not fire,0.644,0.3583
39.6943,-8.6867,2023-08-15,1441,not fire,-0.3,-0.3
41.8044,-7.5901,2023-02-28,1303,not fire,0.5811,0.2506
40.1208,-7.4039,2023-08-25,1106,fire,0.4975,0.301
39.8197,-7.7445,2023-08-24,2236,not fire,0.6841,0.3486
37.4416,-8.7313,2023-08-16,1116,not fire,-0.3,-0.3
41.3131,-7.3064,2023-08-14,2114,fire,0.6845,0.3419
41.852,-8.2124,2023-08-23,1409,fire,0.477,0.2289
37.4178,-8.7254,2023-08-27,1425,not fire,-0.3,-0.3
37.4522,-8.73,2023-08-17,1425,not fire,-0.3,-0.3
39.7542,-7.7656,2023-08-15,1035,not fire,-0.3,-0.3
39.7799,-7.7857,2023-08-14,2236,not fire,-0.3,-0.3
37.4907,-8.7048,2023-08-17,2300,not fire,-0.3,-0.3
37.4047,-8.7425,2023-08-27,1425,not fire,-0.3,-0.3
37.3967,-8.7028,2023-08-27,1425,not fire,-0.3,-0.3
39.8053,-8.6446,2023-08-13,1408,not fire,-0.3,-0.3
41.6946,-7.7698,2023-08-20,2218,not fire,0.5578,0.2945
39.7617,-7.7952,2023-08-25,336,not fire,-0.3,-0.3
37.4743,-8.7035,2023-08-17,2300,not fire,-0.3,-0.3
37.3151,-8.5116,2023-08-28,1420,fire,-0.3,-0.3
42.0309,-8.1159,2023-02-15,2234,not fire,0.6378,0.237
40.9709,-8.0574,2023-02-05,1129,fire,0.6515,0.3379
40.5117,-7.8302,2023-08-23,1409,fire,0.5066,0.299
39.7426,-7.7634,2023-08-15,2139,not fire,-0.3,-0.3
39.7153,-7.8106,2023-08-25,1303,not fire,-0.3,-0.3
41.3131,-7.3064,2023-08-24,2114,not fire,0.6845,0.3419
37.4129,-8.6905,2023-08-16,2219,not fire,-0.3,-0.3
41.9569,-7.1743,2023-02-19,1345,fire,0.5254,0.1988
41.1899,-7.8875,2023-08-22,222,fire,0.6532,0.3034
41.6444,-8.1323,2023-02-18,1410,not fire,0.6478,0.249
37.3804,-8.7119,2023-08-28,1100,not fire,-0.3,-0.3
37.1881,-8.8695,2023-08-27,1425,not fire,-0.3,-0.3
41.8782,-7.1245,2023-02-07,1359,not fire,0.3813,0.114
40.5344,-7.813,2023-08-13,2226,not fire,0.6571,0.4218
41.5956,-7.9539,2023-02-21,2146,not fire,0.4727,0.1434
39.7776,-7.7632,2023-08-25,1035,not fire,-0.3,-0.3
